Time_s,MSD_lattice_units2
3.7102019211322334e-06,4950.0
3.7110640531839195e-06,4874.0
3.7115656809655856e-06,4734.0
3.7131000348495702e-06,4874.0
3.7162730087492945e-06,4990.0
3.717199959738148e-06,4808.0
3.7239177792408545e-06,4990.0
3.7292626181772604e-06,5134.0
3.7300946080468947e-06,5322.0
3.7331429296686386e-06,5254.0
3.734616370280234e-06,5322.0
3.7347408802116342e-06,5444.0
3.7353581796627756e-06,5366.0
3.7365294665262333e-06,5246.0
3.740809315533334e-06,5058.0
3.7410117243242565e-06,5176.0
3.7422419133552548e-06,5102.0
3.7423805871888608e-06,4986.0
3.743400628692844e-06,5058.0
3.7473294614880453e-06,4986.0
3.7491386618330867e-06,5130.0
3.749758031607503e-06,5320.0
3.7509653569825344e-06,5250.0
3.7554557970496056e-06,5320.0
3.757926342275443e-06,5514.0
3.7579475898304012e-06,5594.0
3.758822399164362e-06,5794.0
3.7603245717803195e-06,5998.0
3.761577686198345e-06,5930.0
3.762445558021352e-06,5726.0
3.769616829431091e-06,5642.0
3.7702140350822424e-06,5844.0
3.7732833614690306e-06,5998.0
3.773482423590903e-06,5844.0
3.7736917639196464e-06,5642.0
3.7800897337705577e-06,5726.0
3.7812584150259786e-06,5778.0
3.7816521214783737e-06,5866.0
3.7821574807416577e-06,5958.0
3.783756589032868e-06,5806.0
3.7844102569520194e-06,5694.0
3.7849351596187107e-06,5546.0
3.785332976106596e-06,5494.0
3.7897532095429978e-06,5546.0
3.7914691891992264e-06,5750.0
3.792366053340215e-06,5810.0
3.7935921842510225e-06,5864.0
3.7941732570599245e-06,5926.0
3.794224724892044e-06,5992.0
3.8013721192018703e-06,5874.0
3.8037498306021204e-06,5760.0
3.8052594615669162e-06,5554.0
3.811645286687091e-06,5446.0
3.812113647958981e-06,5650.0
3.8142977145818528e-06,5446.0
3.815807425233491e-06,5508.0
3.817246076299109e-06,5370.0
3.8175572099442585e-06,5574.0
3.81859801292178e-06,5672.0
3.818635200795141e-06,5814.0
3.819159621356303e-06,5858.0
3.81944370981685e-06,5750.0
3.825169502670215e-06,5606.0
3.825551423188197e-06,5708.0
3.827501871766264e-06,5774.0
3.829247721079785e-06,5708.0
3.8355524705908986e-06,5670.0
3.846141418259487e-06,5708.0
3.847186260467886e-06,5814.0
3.848362248791288e-06,5918.0
3.849358501508579e-06,5880.0
3.849913315733394e-06,5738.0
3.8511462956633405e-06,5950.0
3.851750849946446e-06,6166.0
3.858921891217947e-06,6312.0
3.861171878059922e-06,6386.0
3.861283718830326e-06,6278.0
3.861808473118309e-06,6248.0
3.862469576234584e-06,6030.0
3.864879774271082e-06,6248.0
3.8674012504077325e-06,6278.0
3.871504305821811e-06,6426.0
3.871918868219516e-06,6322.0
3.875437140549572e-06,6474.0
3.876438972116682e-06,6254.0
3.879050350930598e-06,6322.0
3.889714241879563e-06,6254.0
3.890517817452567e-06,6104.0
3.890869354003299e-06,6206.0
3.893400017132921e-06,6278.0
3.895653385534412e-06,6354.0
3.902900542563319e-06,6248.0
3.906019089461412e-06,6394.0
3.9060473271396256e-06,6366.0
3.910740213433818e-06,6146.0
3.910936084199608e-06,6266.0
3.911346899807467e-06,6244.0
3.912661223462314e-06,6342.0
3.919412049869866e-06,6488.0
3.921008657663472e-06,6342.0
3.922216629414454e-06,6244.0
3.924440309882112e-06,6342.0
3.9246770788856136e-06,6488.0
3.924927191527682e-06,6266.0
3.930902463176545e-06,6146.0
3.932289950248539e-06,6174.0
3.932752927298456e-06,6060.0
3.9354409895883304e-06,5950.0
3.941628395701571e-06,6094.0
3.942367660920435e-06,6166.0
3.943090368572588e-06,6242.0
3.944650951945985e-06,6354.0
3.952182133515752e-06,6322.0
3.954353776331037e-06,6184.0
3.955073137110382e-06,5966.0
3.962180500187043e-06,5834.0
3.963438638579811e-06,5920.0
3.9704513151791475e-06,6138.0
3.976695398998856e-06,6230.0
3.976975551877328e-06,6138.0
3.9814913833997535e-06,5920.0
3.982365051679745e-06,5818.0
3.983630016902107e-06,6034.0
3.986089051087925e-06,5946.0
3.992385185216745e-06,6034.0
3.999889843320185e-06,6126.0
4.0034451692727644e-06,6254.0
4.0060342015137764e-06,6126.0
4.007944270178192e-06,5908.0
4.008387385313393e-06,5694.0
4.008397055062268e-06,5810.0
4.0106906946554755e-06,5904.0
4.012177375705996e-06,5690.0
4.012352705593077e-06,5786.0
4.0137411455565395e-06,5904.0
4.014519164813355e-06,5690.0
4.020616373689695e-06,5598.0
4.027046537377963e-06,5510.0
4.027243698614083e-06,5598.0
4.030434193036412e-06,5574.0
4.031745184921657e-06,5690.0
4.031820673786341e-06,5904.0
4.03372996163999e-06,5882.0
4.033965813161992e-06,5766.0
4.034248909165798e-06,5554.0
4.03693838044253e-06,5462.0
4.039758033097568e-06,5256.0
4.0405230909864675e-06,5354.0
4.045939547524871e-06,5268.0
4.047933672877581e-06,5170.0
4.0504413443851775e-06,5256.0
4.051593160196425e-06,5462.0
4.052294649333944e-06,5366.0
4.053821506030699e-06,5162.0
4.054794751640224e-06,5054.0
4.056336605695835e-06,5150.0
4.06093068587041e-06,5354.0
4.070902118891797e-06,5150.0
4.0716336178567785e-06,5036.0
4.074349294804819e-06,4950.0
4.0786569573483e-06,5066.0
4.087619932950642e-06,4868.0
4.090976315175153e-06,5066.0
4.092886580000193e-06,5166.0
4.096437753300463e-06,5370.0
4.098696163532507e-06,5578.0
4.101143242598914e-06,5370.0
4.10195995308563e-06,5578.0
4.106037743996816e-06,5790.0
4.106116785216854e-06,5918.0
4.106256477086851e-06,6006.0
4.106286438487272e-06,6116.0
4.1070720679614404e-06,6098.0
4.115626959699679e-06,5880.0
4.116277873793208e-06,5666.0
4.116914487651228e-06,5880.0
4.116938509254935e-06,6006.0
4.117455132144749e-06,6026.0
4.1211453943054e-06,6116.0
4.122081033929969e-06,6098.0
4.124298227715584e-06,6320.0
4.126608610587272e-06,6194.0
4.130424049593431e-06,5974.0
4.133325491742692e-06,6084.0
4.133703650522002e-06,6210.0
4.1377696240859446e-06,6198.0
4.142479987299299e-06,6104.0
4.14307655725419e-06,6014.0
4.146676682422332e-06,6002.0
4.150176233703174e-06,6222.0
4.1508579753914385e-06,6214.0
4.1537616603015134e-06,6344.0
4.154538791764433e-06,6354.0
4.154708815618207e-06,6490.0
4.156047537291865e-06,6354.0
4.1568539757161845e-06,6344.0
4.157882685049481e-06,6122.0
4.158498309625388e-06,6034.0
4.1588898000731925e-06,5904.0
4.164308837297677e-06,5898.0
4.1680024344603e-06,6026.0
4.16879220363208e-06,5810.0
4.173214692039544e-06,5898.0
4.174022682108404e-06,6022.0
4.174857336080532e-06,6116.0
4.175882457625744e-06,6214.0
4.1764555628174005e-06,6122.0
4.176747463680578e-06,6034.0
4.17717053866936e-06,5904.0
4.178266780824726e-06,5810.0
4.178514190871356e-06,5934.0
4.182384606578805e-06,6066.0
4.182554069418532e-06,5940.0
4.183815265814807e-06,6074.0
4.185032628091935e-06,5858.0
4.18566520491878e-06,5780.0
4.185771963803815e-06,5918.0
4.186652908497215e-06,5794.0
4.186747919417499e-06,5934.0
4.1869199030379415e-06,5918.0
4.187191353396757e-06,6008.0
4.1886244998336406e-06,6086.0
4.189139709060954e-06,6008.0
4.1894509959243845e-06,5886.0
4.192541767923203e-06,5982.0
4.195105848466417e-06,5964.0
4.196066897193503e-06,5982.0
4.197980308301718e-06,5886.0
4.200324026009389e-06,5870.0
4.201157405397932e-06,6008.0
4.201280146010278e-06,5886.0
4.201573388503785e-06,5906.0
4.209254457825817e-06,6026.0
4.210574068481241e-06,5812.0
4.215044109001879e-06,5694.0
4.215550006143174e-06,5624.0
4.218395806678475e-06,5558.0
4.224240852328728e-06,5534.0
4.22677040780179e-06,5330.0
4.227805724521473e-06,5246.0
4.229543025325023e-06,5268.0
4.231656948635564e-06,5130.0
4.231758709507706e-06,5154.0
4.232209426606736e-06,5354.0
4.232734304718202e-06,5154.0
4.234227281831936e-06,5130.0
4.2368852842730966e-06,5154.0
4.23707195592172e-06,5130.0
4.240381924989915e-06,5018.0
4.249672653875802e-06,5216.0
4.2504409526358705e-06,5282.0
4.253447870870671e-06,5352.0
4.253989048730163e-06,5426.0
4.2542144327207375e-06,5558.0
4.257528408911762e-06,5466.0
4.25797547790477e-06,5450.0
4.262002656776543e-06,5466.0
4.264351631085444e-06,5486.0
4.265508357158179e-06,5694.0
4.265574049717224e-06,5674.0
4.266256681065159e-06,5812.0
4.268106747868645e-06,5954.0
4.269626135013966e-06,6100.0
4.2698736565791305e-06,6078.0
4.271239102127648e-06,6100.0
4.271999068565784e-06,6078.0
4.272598212618876e-06,6170.0
4.273205730229654e-06,6390.0
4.27501248375999e-06,6466.0
4.279009366574303e-06,6594.0
4.282078839953423e-06,6614.0
4.282925593949435e-06,6638.0
4.287610761320991e-06,6766.0
4.288743860860044e-06,6744.0
4.289635363569233e-06,6594.0
4.293946795872283e-06,6370.0
4.295916968819631e-06,6354.0
4.297560375490106e-06,6278.0
4.299245632767818e-06,6296.0
4.299748886792119e-06,6370.0
4.305976708414131e-06,6244.0
4.306409270951636e-06,6102.0
4.308606164034187e-06,6182.0
4.311231152446481e-06,6062.0
4.31218208994827e-06,6282.0
4.314063039196897e-06,6146.0
4.317837403592564e-06,6368.0
4.319591087484952e-06,6594.0
4.321101122056866e-06,6824.0
4.322028943770828e-06,6966.0
4.322230170810162e-06,6842.0
4.323712905819317e-06,6986.0
4.327959333756772e-06,7134.0
4.331913296599467e-06,7222.0
4.337066413114362e-06,7134.0
4.338706761390529e-06,6900.0
4.34356180057207e-06,6926.0
4.34428452374846e-06,6900.0
4.346077901471263e-06,6986.0
4.352075979961671e-06,6900.0
4.352716884732913e-06,6818.0
4.356770521130915e-06,6944.0
4.3583644105704216e-06,7050.0
4.361203350288118e-06,7204.0
4.365046532601456e-06,7314.0
4.366173778017518e-06,7428.0
4.367512607563591e-06,7546.0
4.368114989255067e-06,7426.0
4.369111590051077e-06,7188.0
4.37199317272029e-06,7106.0
4.372669101418449e-06,7226.0
4.373175874335791e-06,7350.0
4.373933231289905e-06,7240.0
4.375424908475335e-06,7090.0
4.3755071597161555e-06,6858.0
4.3759489824501615e-06,6902.0
4.3759879728130586e-06,6822.0
4.376237688287887e-06,6698.0
4.382621311982055e-06,6850.0
4.383792504198211e-06,6624.0
4.384467015103703e-06,6522.0
4.387120372071536e-06,6424.0
4.388085792355882e-06,6478.0
4.389443481392223e-06,6354.0
4.393116960486866e-06,6260.0
4.39318720754348e-06,6410.0
4.394498950180246e-06,6478.0
4.396433253434035e-06,6574.0
4.398015193971771e-06,6630.0
4.399333124457005e-06,6786.0
4.399751847589964e-06,6728.0
4.40273606156587e-06,6574.0
4.403898073571933e-06,6728.0
4.405470648863361e-06,6954.0
4.406252660078615e-06,6886.0
4.408167249992998e-06,7114.0
4.414240954677918e-06,7220.0
4.416395361660834e-06,7346.0
4.417409790192464e-06,7114.0
4.4174234479064865e-06,7058.0
4.4185431368317795e-06,7220.0
4.418615479456624e-06,7330.0
4.420071018584519e-06,7210.0
4.4204376742285195e-06,7160.0
4.422755035491822e-06,7394.0
4.422946440031976e-06,7514.0
4.42304843989314e-06,7586.0
4.430678582968027e-06,7632.0
4.4386227036764905e-06,7754.0
4.4457216254646954e-06,7880.0
4.455984992051771e-06,7766.0
4.456565394510297e-06,7940.0
4.45753597186896e-06,8054.0
4.458335626219262e-06,8126.0
4.458913202730729e-06,8258.0
4.463750661127474e-06,8144.0
4.46527589280928e-06,8258.0
4.4669074119612e-06,8436.0
4.47218681293176e-06,8186.0
4.4724007772406144e-06,8144.0
4.475042531848354e-06,8106.0
4.479584369656495e-06,8182.0
4.481252043087885e-06,8434.0
4.48329970509166e-06,8356.0
4.48640220126362e-06,8470.0
4.487124299585859e-06,8610.0
4.493926252076675e-06,8498.0
4.494434236940867e-06,8246.0
4.4948005131472594e-06,8424.0
4.499473259305109e-06,8498.0
4.499698722523398e-06,8246.0
4.500486921285419e-06,8106.0
4.501623448353816e-06,7970.0
4.50245344298493e-06,7934.0
4.502587047975636e-06,8106.0
4.504367382280253e-06,8356.0
4.504512607133078e-06,8246.0
4.508889229295748e-06,8390.0
4.510594438420879e-06,8318.0
4.511778608694738e-06,8216.0
4.512472097989792e-06,8398.0
4.512867835981639e-06,8334.0
4.5133021887460035e-06,8088.0
4.514288869512367e-06,8150.0
4.522334888738367e-06,8088.0
4.532334190964494e-06,8334.0
4.537149980114613e-06,8088.0
4.538391977101333e-06,8150.0
4.540205359764067e-06,8216.0
4.541911679303768e-06,8366.0
4.542563557920498e-06,8618.0
4.546996995926472e-06,8550.0
4.547642153382995e-06,8520.0
4.548303953833229e-06,8494.0
4.5483441913016285e-06,8678.0
4.548900883621158e-06,8866.0
4.550260183538483e-06,8802.0
4.5536835570638685e-06,9058.0
4.554097567814223e-06,9090.0
4.557838581280507e-06,9350.0
4.563932877964215e-06,9450.0
4.5652419726056465e-06,9614.0
4.565345984144503e-06,9582.0
4.565498493814342e-06,9516.0
4.569770796405406e-06,9614.0
4.570174545487315e-06,9516.0
4.570869341910308e-06,9686.0
4.571363362823031e-06,9486.0
4.572227464787827e-06,9394.0
4.575160516924007e-06,9306.0
4.575280836812432e-06,9134.0
4.576971224351531e-06,9306.0
4.581226601302885e-06,9246.0
4.585788095073742e-06,9274.0
4.587580536673334e-06,9104.0
4.5886868839182665e-06,8938.0
4.589092389142699e-06,9030.0
4.589358885704119e-06,8996.0
4.5957208465872025e-06,9254.0
4.599217923945012e-06,9350.0
4.601037517362642e-06,9386.0
4.601383532734274e-06,9488.0
4.602350784582703e-06,9330.0
4.603433573468517e-06,9070.0
4.605902336467155e-06,9330.0
4.6106417891846e-06,9488.0
4.610808785764702e-06,9426.0
4.6123114360956515e-06,9588.0
4.61345032333557e-06,9690.0
4.621149592949971e-06,9854.0
4.623914220126788e-06,9816.0
4.62848741976405e-06,10022.0
4.628947958969831e-06,9924.0
4.629609729432766e-06,10194.0
4.634287731422186e-06,10022.0
4.635470781731396e-06,9986.0
4.636358385149855e-06,9816.0
4.637470682290086e-06,9918.0
4.638399037312717e-06,9854.0
4.639511602050681e-06,9588.0
4.64271245407717e-06,9490.0
4.646942273572049e-06,9696.0
4.649393484636869e-06,9530.0
4.65004615734553e-06,9574.0
4.650224867094057e-06,9676.0
4.659611686070594e-06,9782.0
4.6598721444460025e-06,9892.0
4.680584392668136e-06,9834.0
4.6840857779545224e-06,9892.0
4.68448119571806e-06,10162.0
4.685189412184256e-06,10374.0
4.685222574054558e-06,10316.0
4.687862596914033e-06,10102.0
4.688773749569662e-06,10050.0
4.688828733049749e-06,10112.0
4.689812299001993e-06,9842.0
4.6915275896812024e-06,10050.0
4.692307767809158e-06,10212.0
4.692551607138468e-06,10166.0
4.6992839494178915e-06,10334.0
4.700860470251345e-06,10398.0
4.701295956132111e-06,10506.0
4.701626418924261e-06,10230.0
4.70516054987959e-06,10066.0
4.705255419311578e-06,10134.0
4.7056526026042415e-06,10410.0
4.706032151375174e-06,10454.0
4.709835324014027e-06,10734.0
4.714263250159792e-06,10782.0
4.7145879721839626e-06,10996.0
4.7217158972578855e-06,10946.0
4.723498311138702e-06,11232.0
4.723565024204349e-06,11522.0
4.72546025945779e-06,11572.0
4.726850782004055e-06,11450.0
4.736543014113586e-06,11162.0
4.737094191134311e-06,11096.0
4.74266984077073e-06,10982.0
4.7456079917630494e-06,11154.0
4.746149630634742e-06,11094.0
4.750760650014324e-06,11204.0
4.7520096458854575e-06,11154.0
4.754754354502391e-06,11094.0
4.759480835101827e-06,11154.0
4.76023944417771e-06,11266.0
4.761126734175625e-06,11154.0
4.761809017964452e-06,10934.0
4.769476389033853e-06,10718.0
4.770481399891352e-06,10440.0
4.770888060775328e-06,10230.0
4.771608358375603e-06,10340.0
4.772181690137605e-06,10386.0
4.775974532715176e-06,10502.0
4.783306783343918e-06,10226.0
4.783783780345079e-06,10070.0
4.784257866808865e-06,9918.0
4.78513281243418e-06,9716.0
4.7890609052540036e-06,9866.0
4.791565388086545e-06,9750.0
4.79554159255229e-06,9598.0
4.799368496119855e-06,9450.0
4.800370399356009e-06,9306.0
4.800466242617188e-06,9504.0
4.8085615953847526e-06,9450.0
4.812236183662685e-06,9570.0
4.814165923349244e-06,9374.0
4.818543164203041e-06,9640.0
4.820551178039868e-06,9518.0
4.820886235991573e-06,9590.0
4.820903772889466e-06,9470.0
4.821790437325861e-06,9400.0
4.821841634041558e-06,9666.0
4.824854006814017e-06,9716.0
4.825727695294577e-06,9450.0
4.826526468470343e-06,9400.0
4.835048057852692e-06,9138.0
4.838006471971726e-06,8880.0
4.840952807212825e-06,8738.0
4.8415895923862986e-06,8690.0
4.844248337863531e-06,8804.0
4.8443937594554205e-06,8874.0
4.846752478807503e-06,9134.0
4.851264169867136e-06,9090.0
4.852648454465042e-06,9210.0
4.852770270758839e-06,9090.0
4.856111459675226e-06,8948.0
4.859302653853645e-06,9134.0
4.861196609298232e-06,9256.0
4.86164392103194e-06,9522.0
4.8619010255292116e-06,9446.0
4.862210038175967e-06,9522.0
4.864625458044024e-06,9256.0
4.8667622435860935e-06,9118.0
4.867944732864941e-06,9306.0
4.869406721815213e-06,9170.0
4.87152206038251e-06,9226.0
4.872264320458037e-06,9286.0
4.872800789854439e-06,9156.0
4.874802955611299e-06,9286.0
4.875495433346545e-06,9218.0
4.875624995672657e-06,9154.0
4.879898665369189e-06,9222.0
4.881782527421721e-06,9352.0
4.8841116843789185e-06,9094.0
4.887114534390164e-06,9226.0
4.895295362322366e-06,9294.0
4.897041120330154e-06,9038.0
4.90066822196113e-06,9110.0
4.903215802270326e-06,9366.0
4.907976317858786e-06,9240.0
4.913721547493474e-06,9294.0
4.9139724148457564e-06,9240.0
4.914613120531764e-06,9038.0
4.915802703982523e-06,9110.0
4.916791166275053e-06,9314.0
4.917395120584787e-06,9240.0
4.918676413912486e-06,9038.0
4.926259191794355e-06,9110.0
4.926615618361061e-06,9164.0
4.9268232062806e-06,8966.0
4.927787944945644e-06,8898.0
4.930887899484468e-06,8966.0
4.93152242785496e-06,9026.0
4.933712575516232e-06,8902.0
4.937434704585328e-06,8842.0
4.938608489051282e-06,8592.0
4.938807942313169e-06,8346.0
4.942050991284382e-06,8592.0
4.944050564581067e-06,8346.0
4.947865966229607e-06,8222.0
4.9489074859451584e-06,8294.0
4.9570202062144475e-06,8414.0
4.9582748321442215e-06,8294.0
4.959178785827241e-06,8346.0
4.962555446985534e-06,8230.0
4.962801736502634e-06,8118.0
4.966554378290124e-06,8250.0
4.968376745670676e-06,8144.0
4.9695158766577745e-06,7906.0
4.970313982122447e-06,7962.0
4.97672840366373e-06,8202.0
4.977254091010062e-06,7962.0
4.979361027832277e-06,7906.0
4.9796313520033195e-06,7828.0
4.98144031976196e-06,7934.0
4.9864145185036625e-06,8174.0
4.987835938032706e-06,7934.0
4.996487225983613e-06,7880.0
4.996808878218994e-06,7990.0
5.003818159812925e-06,8118.0
5.005115617374655e-06,8174.0
5.007936537870236e-06,8234.0
5.009877964728394e-06,8308.0
5.010295418082458e-06,8554.0
5.016681056577746e-06,8370.0
5.017573500772925e-06,8446.0
5.020025134427061e-06,8694.0
5.020503746476304e-06,8804.0
5.021190065784498e-06,8666.0
5.024511251287866e-06,8480.0
5.025424891675747e-06,8298.0
5.03117896385978e-06,8120.0
5.0336882334725e-06,7986.0
5.03376011537211e-06,8098.0
5.035938802348853e-06,8164.0
5.038094604195898e-06,7986.0
5.0390710098274995e-06,8164.0
5.041191532647683e-06,8054.0
5.043201322974657e-06,7948.0
5.043204023384155e-06,7886.0
5.046065652544918e-06,8066.0
5.04947976258148e-06,8174.0
5.050659042108337e-06,8066.0
5.051451399176786e-06,8010.0
5.055023217960299e-06,7934.0
5.05545870140142e-06,8174.0
5.056576958237677e-06,7934.0
5.058627558464194e-06,7992.0
5.060126180653057e-06,7754.0
5.061782197628743e-06,7626.0
5.062006030935107e-06,7394.0
5.066177716622567e-06,7342.0
5.071968348989043e-06,7466.0
5.07301153796496e-06,7342.0
5.073960685021386e-06,7572.0
5.074622535487234e-06,7502.0
5.075274839401137e-06,7450.0
5.076078843046553e-06,7342.0
5.080236080510821e-06,7416.0
5.085233529882538e-06,7314.0
5.086301494997864e-06,7090.0
5.090226400814179e-06,7170.0
5.096635011774092e-06,6950.0
5.10235816224913e-06,7034.0
5.102359422894508e-06,6944.0
5.10301774608858e-06,6730.0
5.104649590406784e-06,6644.0
5.107552485952069e-06,6474.0
5.107658403252532e-06,6600.0
5.1077423906155025e-06,6686.0
5.10808692447997e-06,6902.0
5.1107070114954035e-06,6994.0
5.1118132521402374e-06,7216.0
5.116104734044721e-06,7266.0
5.120130935680584e-06,7442.0
5.12254920400601e-06,7574.0
5.1230196478502065e-06,7480.0
5.123058544133762e-06,7390.0
5.128896965976686e-06,7166.0
5.129014553130449e-06,7082.0
5.129862294638322e-06,6950.0
5.130436225505288e-06,7032.0
5.136430400634084e-06,7118.0
5.139182419908106e-06,7034.0
5.1472224714019615e-06,7254.0
5.1475853080140355e-06,7118.0
5.150060800469072e-06,7032.0
5.151219729266396e-06,7254.0
5.154640210679989e-06,7340.0
5.157112732518062e-06,7430.0
5.159314273175696e-06,7478.0
5.162096935979316e-06,7394.0
5.165345937974331e-06,7488.0
5.166647179880421e-06,7314.0
5.177460169822036e-06,7172.0
5.179527605443638e-06,6954.0
5.18008181551838e-06,6910.0
5.182463864315227e-06,7048.0
5.18314927863461e-06,6974.0
5.1877987053141e-06,6932.0
5.191187190082932e-06,6974.0
5.191663007743127e-06,6904.0
5.1944164146263735e-06,6862.0
5.201913412239242e-06,6904.0
5.205224373766446e-06,6738.0
5.206712386912852e-06,6838.0
5.2074203499574635e-06,6630.0
5.20742185372672e-06,6838.0
5.208853256549243e-06,6942.0
5.209911420230402e-06,7050.0
5.220533408860092e-06,7202.0
5.2288973655913845e-06,7092.0
5.231442999893694e-06,7246.0
5.233581573931336e-06,7306.0
5.235171468196125e-06,7462.0
5.2354580598227524e-06,7294.0
5.236415062886466e-06,7454.0
5.236588824139249e-06,7566.0
5.240285023955434e-06,7736.0
5.240408572274557e-06,7682.0
5.240712935004004e-06,7636.0
5.240746545611544e-06,7422.0
5.240873163204622e-06,7262.0
5.242577084379192e-06,7146.0
5.2476898641766685e-06,7190.0
5.248141669834408e-06,7404.0
5.2481627564649305e-06,7454.0
5.248510149901481e-06,7618.0
5.248583998832987e-06,7566.0
5.249270602683377e-06,7518.0
5.2517355923692416e-06,7574.0
5.2518401349938e-06,7736.0
5.252144282844075e-06,7958.0
5.253605049845086e-06,8184.0
5.257588388374566e-06,8362.0
5.260675883136198e-06,8246.0
5.262256140707277e-06,8070.0
5.262401785652489e-06,8184.0
5.2645111692470595e-06,8018.0
5.2645652449935714e-06,7794.0
5.266401989239162e-06,7844.0
5.268402864586446e-06,7958.0
5.269216791259777e-06,7794.0
5.273540134191853e-06,7844.0
5.2750377812854264e-06,8010.0
5.275474436632781e-06,7840.0
5.277053205842105e-06,7674.0
5.277967174652255e-06,7508.0
5.278703990672721e-06,7454.0
5.280183577762474e-06,7404.0
5.286390442011854e-06,7238.0
5.290621138417978e-06,7186.0
5.2955242856123644e-06,7400.0
5.29731063377014e-06,7350.0
5.3018947403166505e-06,7518.0
5.302535294489807e-06,7350.0
5.303504818863748e-06,7400.0
5.3041747812182625e-06,7566.0
5.3133165953604114e-06,7618.0
5.318611176123935e-06,7732.0
5.319752389890272e-06,7682.0
5.320242974641235e-06,7850.0
5.322620865660054e-06,8022.0
5.3228632427991575e-06,8146.0
5.323604350460055e-06,8274.0
5.324164793993605e-06,8450.0
5.324724833120936e-06,8406.0
5.324975599139321e-06,8366.0
5.3369777086066e-06,8588.0
5.3383911370691695e-06,8542.0
5.34103832059141e-06,8766.0
5.344852888151471e-06,8948.0
5.3460305782926625e-06,8722.0
5.351173803952175e-06,8682.0
5.35157782914602e-06,8826.0
5.354046804612737e-06,8788.0
5.359374943027946e-06,8974.0
5.362245886589467e-06,9198.0
5.3640304727242685e-06,9236.0
5.368514525728393e-06,9466.0
5.369328859558085e-06,9426.0
5.373246989941737e-06,9198.0
5.375319167971767e-06,8974.0
5.3763671724357745e-06,9160.0
5.376373205885962e-06,8938.0
5.382163771264198e-06,8906.0
5.38232777397264e-06,9126.0
5.383101175199556e-06,9096.0
5.385676438934172e-06,8906.0
5.389976461773462e-06,8690.0
5.395365913386047e-06,8664.0
5.401864441391786e-06,8698.0
5.402183317675459e-06,8510.0
5.403703705438431e-06,8360.0
5.4039067047345874e-06,8334.0
5.404430731567486e-06,8300.0
5.404882132359581e-06,8510.0
5.4080337764700654e-06,8334.0
5.41016802758072e-06,8186.0
5.415302798637927e-06,8226.0
5.415756668887057e-06,8084.0
5.417673819277496e-06,8114.0
5.417830543165872e-06,8330.0
5.419176292652405e-06,8470.0
5.4218873444828735e-06,8690.0
5.426447806203426e-06,8880.0
5.4288984467456654e-06,9106.0
5.429654731710242e-06,8964.0
5.430507984271833e-06,8930.0
5.432244829071267e-06,8790.0
5.4325412913970705e-06,8846.0
5.43612597896698e-06,8814.0
5.44026369435903e-06,8874.0
5.441609412339376e-06,8678.0
5.442445546342167e-06,8514.0
5.443297934915005e-06,8678.0
5.443747755354823e-06,8546.0
5.44436612581252e-06,8678.0
5.444733671699206e-06,8712.0
5.448140220970443e-06,8774.0
5.448665332346645e-06,8812.0
5.450385424237773e-06,8622.0
5.4505103712507855e-06,8812.0
5.451107994161044e-06,8646.0
5.455600062808396e-06,8686.0
5.45692044933799e-06,8456.0
5.4573627003009706e-06,8334.0
5.4599033665738925e-06,8498.0
5.46392494141561e-06,8622.0
5.473556641567797e-06,8436.0
5.4738520815495215e-06,8622.0
5.47545582412119e-06,8792.0
5.476441291807667e-06,8838.0
5.476984314344847e-06,8666.0
5.477376037085676e-06,8622.0
5.4792960764445355e-06,8686.0
5.480089645394184e-06,8646.0
5.480991921524408e-06,8484.0
5.486455392193038e-06,8418.0
5.486989709944592e-06,8546.0
5.489680063064977e-06,8322.0
5.490960549500431e-06,8486.0
5.496315976468646e-06,8546.0
5.496991371827065e-06,8486.0
5.5030478007843595e-06,8322.0
5.503420722294252e-06,8356.0
5.503859375558855e-06,8322.0
5.506734527391176e-06,8454.0
5.509506489922029e-06,8426.0
5.509666999790673e-06,8234.0
5.512793007583629e-06,8264.0
5.514299182126643e-06,8134.0
5.517871310363592e-06,8170.0
5.524802787745444e-06,8336.0
5.52666940067883e-06,8378.0
5.528987864958586e-06,8436.0
5.532136986128791e-06,8562.0
5.534235547792175e-06,8506.0
5.537321924886369e-06,8562.0
5.538989020129222e-06,8734.0
5.542868609082622e-06,8680.0
5.544322459800308e-06,8726.0
5.545612501878345e-06,8906.0
5.549575630251897e-06,8776.0
5.556971562680345e-06,8726.0
5.563877905623222e-06,8910.0
5.5643691626312456e-06,8866.0
5.565741454981109e-06,9044.0
5.576409901513043e-06,9278.0
5.582668868160767e-06,9234.0
5.589135498977062e-06,9416.0
5.593273997154417e-06,9374.0
5.593728762919174e-06,9558.0
5.593751419914114e-06,9324.0
5.59874275681562e-06,9518.0
5.601388002607788e-06,9336.0
5.6037368847111746e-06,9158.0
5.604790035667595e-06,9194.0
5.605186593619922e-06,9142.0
5.607525176832975e-06,9106.0
5.608997463405037e-06,8930.0
5.610397764979583e-06,8964.0
5.619229428417739e-06,8826.0
5.620437200689542e-06,8654.0
5.622501349345199e-06,8430.0
5.623468385243641e-06,8298.0
5.623847635607457e-06,8078.0
5.624430847366033e-06,8134.0
5.632795844414541e-06,8356.0
5.634048811987758e-06,8134.0
5.635687668258399e-06,8298.0
5.636720521881913e-06,8356.0
5.638888851020594e-06,8418.0
5.639174098037281e-06,8356.0
